loan_amnt,term,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,policy_code,tot_coll_amt,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,year_issued,default_status
5000, 36 months,C2,,< 1 year,RENT,30000.0,Not Verified,Sep-2008,other,Small Business Loan,606xx,IL,17.08,0.0,May-1996,1.0,8.0,0.0,10655,68.7,20.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
15000, 36 months,C2,us navy,10+ years,RENT,57720.0,Not Verified,Mar-2008,debt_consolidation,help us,320xx,FL,8.61,0.0,Feb-1994,1.0,10.0,0.0,14453,45.5,24.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
2000, 36 months,C3,Express,< 1 year,RENT,4500.0,Not Verified,Jan-2008,educational,College Purposes,170xx,PA,4.0,0.0,Feb-2007,4.0,4.0,0.0,333,37.0,4.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
2400, 36 months,C5,Subway,4 years,RENT,9600.0,Not Verified,Feb-2008,other,Books/Car,062xx,CT,0.0,0.0,Aug-2006,5.0,4.0,0.0,0,0.0,4.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
20000, 36 months,E3,Stanley Associates,2 years,MORTGAGE,49000.0,Not Verified,Oct-2008,small_business,Purchase Franchise,207xx,MD,12.39,1.0,Aug-1995,1.0,18.0,0.0,13335,39.8,38.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
7500, 36 months,A4,civic stop,10+ years,OWN,30004.0,Not Verified,Jul-2008,home_improvement,Home repair,703xx,LA,1.52,0.0,Jul-2001,0.0,6.0,0.0,1304,9.7,8.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
10000, 36 months,B1,Brightstar Corporation,2 years,RENT,70000.0,Not Verified,Mar-2008,educational,Social Entrepreneur,600xx,IL,9.38,0.0,Feb-2003,0.0,8.0,0.0,8850,32.3,8.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
5000, 36 months,E3,Technical insite,3 years,RENT,42000.0,Verified,Jun-2008,debt_consolidation,jclarke5878,144xx,NY,18.51,0.0,May-1997,8.0,6.0,0.0,9792,64.0,23.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
10000, 36 months,A5,Gilman City R-IV School District,8 years,MORTGAGE,27996.0,Not Verified,Dec-2008,debt_consolidation,one payment,646xx,MO,22.97,0.0,Sep-1996,0.0,17.0,0.0,11488,22.3,39.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
9975, 36 months,D3,Loyola University Chicago,4 years,MORTGAGE,67020.0,Not Verified,Nov-2008,debt_consolidation,"One Payment, One Date, One-derful",602xx,IL,4.15,0.0,Jan-1998,1.0,8.0,0.0,11574,75.6,20.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
10000, 36 months,D5,Mount Alvernia Academy,6 years,MORTGAGE,46900.0,Verified,Apr-2008,debt_consolidation,bill consolidation,021xx,MA,19.73,0.0,Jul-1975,0.0,10.0,0.0,61882,60.6,24.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
7500, 36 months,B2,Self/ Ameriprise Financial franchisee,9 years,MORTGAGE,160000.0,Not Verified,Oct-2008,debt_consolidation,Financial Advisor,076xx,NJ,9.55,0.0,Dec-1995,0.0,10.0,0.0,39979,49.5,26.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
12000, 36 months,C2,DTS,< 1 year,OWN,68000.0,Verified,Dec-2008,debt_consolidation,Debt consolidation,917xx,CA,4.29,0.0,Mar-2004,1.0,13.0,0.0,9273,19.7,18.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
17350, 36 months,D4,Tulley,6 years,OWN,44000.0,Not Verified,Feb-2008,debt_consolidation,Debt Consolidation,030xx,NH,18.52,0.0,Dec-1994,2.0,8.0,0.0,18966,70.5,31.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
7000, 36 months,F2,"Health Net, Inc.",10+ years,MORTGAGE,189500.0,Verified,Apr-2008,debt_consolidation,Payoff high-rate CC Debt - No DQ/missed,956xx,CA,22.47,0.0,Jul-1988,4.0,16.0,0.0,150971,92.3,31.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
3600, 36 months,A5,Palm Beach Sheriff's Office,2 years,MORTGAGE,33996.0,Not Verified,Jul-2008,moving,apartment,334xx,FL,0.71,0.0,Nov-2006,0.0,3.0,0.0,372,7.4,3.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
7500, 36 months,C3,"Grubb Properties, Inc",3 years,RENT,61000.0,Not Verified,Jun-2008,other,Investing In Business,275xx,NC,17.59,0.0,Aug-2000,2.0,9.0,0.0,6550,47.8,19.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
5500, 36 months,C3,Triumph Books,< 1 year,RENT,20004.0,Not Verified,Jun-2008,debt_consolidation,Debt Consolidation,606xx,IL,9.9,0.0,Jun-2004,4.0,5.0,0.0,5111,104.3,6.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
7500, 36 months,C2,The Blackstone Group,2 years,RENT,116600.0,Not Verified,Oct-2008,credit_card,Pay off CreditCard Debt from Grad School,070xx,NJ,11.89,0.0,Oct-2000,1.0,19.0,0.0,25588,58.0,33.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
7000, 36 months,A2,Cincinnati Insurance Companies,10+ years,MORTGAGE,33000.0,Not Verified,Jan-2008,wedding,Going to the chapel,452xx,OH,10.04,0.0,Feb-1998,1.0,20.0,0.0,983,2.1,30.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2008,0
20000, 36 months,C5,NYSDOT,4 years,MORTGAGE,97200.0,Not Verified,Apr-2008,debt_consolidation,Debt Consolidation,142xx,NY,19.7,0.0,Oct-1995,1.0,13.0,0.0,13685,46.7,27.0,f,0.0,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2008,0
