tmp_id,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
49,,,8000,8000,8000.0, 36 months,11.8,264.96,B,B4,Program Manager,7 years,MORTGAGE,85000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,366xx,AL,23.61,0.0,Dec-1991,1.0,,,11.0,0.0,29038,47.2,29.0,w,7625.58,7625.58,522.05,522.05,374.42,147.63,0.0,0.0,0.0,Feb-2019,264.96,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,103435.0,0.0,3.0,0.0,1.0,22.0,74397.0,35.0,1.0,3.0,10929.0,44.0,61500.0,1.0,0.0,1.0,4.0,10344.0,19302.0,57.8,0.0,0.0,123.0,324.0,9.0,9.0,0.0,9.0,,4.0,,0.0,5.0,7.0,5.0,8.0,18.0,8.0,11.0,7.0,11.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,151710.0,103435.0,45700.0,90210.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
50,,,9000,9000,9000.0, 36 months,10.33,291.81,B,B1,Millwright,4 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,549xx,WI,13.14,0.0,Nov-2007,2.0,57.0,,7.0,0.0,7871,31.1,15.0,w,8569.48,8569.48,575.87,575.87,430.52,145.35,0.0,0.0,0.0,Feb-2019,291.81,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,97100.0,2.0,1.0,2.0,2.0,1.0,38553.0,,2.0,2.0,2958.0,31.0,25300.0,2.0,2.0,4.0,4.0,13871.0,15929.0,33.1,0.0,0.0,133.0,121.0,10.0,1.0,1.0,10.0,,2.0,74.0,0.0,4.0,4.0,4.0,4.0,8.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,4.0,86.7,0.0,0.0,0.0,119853.0,46424.0,23800.0,38553.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
51,,,9600,9600,9600.0, 36 months,15.02,332.89,C,C3,Fuel truck driver,10+ years,OWN,60000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,087xx,NJ,32.64,1.0,Oct-2007,1.0,17.0,,14.0,0.0,16424,73.0,32.0,w,9171.88,9171.88,653.76,653.76,428.12,225.64,0.0,0.0,0.0,Feb-2019,332.89,Mar-2019,Feb-2019,0.0,57.0,1,Individual,,,,0.0,0.0,65733.0,1.0,3.0,2.0,3.0,7.0,49309.0,88.0,4.0,4.0,8398.0,84.0,22500.0,7.0,0.0,10.0,7.0,4695.0,3319.0,81.4,0.0,0.0,134.0,115.0,2.0,2.0,0.0,2.0,57.0,2.0,17.0,4.0,6.0,9.0,6.0,9.0,13.0,11.0,19.0,9.0,14.0,0.0,0.0,0.0,6.0,84.4,66.7,0.0,0.0,78661.0,65733.0,17800.0,56161.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
52,,,8000,8000,8000.0, 36 months,10.72,260.86,B,B2,Publications and Images Project Manager,10+ years,MORTGAGE,82923.0,Source Verified,Dec-2018,Current,n,,,car,Car financing,802xx,CO,18.55,0.0,Jul-1986,0.0,56.0,,11.0,0.0,16255,50.3,25.0,w,7619.52,7619.52,514.57,514.57,380.48,134.09,0.0,0.0,0.0,Feb-2019,260.86,Mar-2019,Feb-2019,0.0,71.0,1,Individual,,,,0.0,0.0,341504.0,1.0,3.0,0.0,2.0,15.0,55968.0,95.0,0.0,0.0,13624.0,79.0,32300.0,0.0,1.0,4.0,3.0,34150.0,8676.0,61.1,0.0,0.0,143.0,141.0,25.0,3.0,2.0,37.0,71.0,0.0,71.0,4.0,1.0,4.0,2.0,3.0,12.0,6.0,10.0,4.0,11.0,0.0,0.0,0.0,1.0,80.0,50.0,0.0,0.0,360944.0,72223.0,22300.0,59007.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
53,,,12000,12000,12000.0, 36 months,16.14,422.72,C,C4,Trainer,6 years,RENT,24000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,857xx,AZ,23.55,0.0,Nov-2014,0.0,,,8.0,0.0,7188,50.3,12.0,w,11474.78,11474.78,829.3,829.3,525.22,304.08,0.0,0.0,0.0,Feb-2019,422.72,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,16264.0,1.0,2.0,1.0,3.0,10.0,9076.0,76.0,2.0,2.0,1839.0,62.0,14300.0,1.0,3.0,1.0,5.0,2033.0,361.0,91.0,0.0,0.0,42.0,49.0,3.0,3.0,0.0,3.0,,11.0,,0.0,2.0,6.0,2.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,26248.0,16264.0,4000.0,11948.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
54,,,20000,20000,20000.0, 36 months,13.56,679.29,C,C1,Armed Security officer,9 years,MORTGAGE,40000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,064xx,CT,31.02,7.0,Apr-1995,0.0,4.0,,16.0,0.0,17101,48.0,27.0,w,19088.3,19088.3,1335.98,1335.98,911.7,424.28,0.0,0.0,0.0,Feb-2019,679.29,Mar-2019,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,30051.0,0.0,2.0,0.0,1.0,21.0,12950.0,47.0,0.0,0.0,12330.0,48.0,35900.0,0.0,0.0,1.0,1.0,1878.0,4520.0,71.0,0.0,0.0,56.0,284.0,59.0,21.0,1.0,60.0,9.0,9.0,4.0,0.0,5.0,14.0,3.0,7.0,2.0,14.0,25.0,8.0,16.0,,0.0,0.0,0.0,67.0,40.0,0.0,0.0,63645.0,30051.0,22600.0,27745.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
55,,,40000,40000,40000.0, 60 months,14.47,940.51,C,C2,,< 1 year,MORTGAGE,500000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,302xx,GA,13.47,0.0,Jul-1992,1.0,,,14.0,0.0,306893,84.1,27.0,w,39078.12,39078.12,1832.79,1832.79,921.88,910.91,0.0,0.0,0.0,Feb-2019,940.51,Mar-2019,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,813860.0,2.0,5.0,2.0,3.0,2.0,147101.0,51.0,0.0,0.0,39889.0,69.0,349200.0,5.0,0.0,6.0,3.0,58133.0,8890.0,83.9,0.0,0.0,174.0,317.0,39.0,2.0,3.0,39.0,,3.0,,0.0,4.0,7.0,4.0,8.0,10.0,7.0,14.0,7.0,14.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,1197171.0,453994.0,89200.0,184971.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
56,,,14400,14400,14400.0, 60 months,14.47,338.59,C,C2,Director,3 years,RENT,110000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,920xx,CA,10.83,1.0,Aug-2006,1.0,21.0,106.0,5.0,1.0,20451,65.3,10.0,w,14068.11,14068.11,659.82,659.82,331.89,327.93,0.0,0.0,0.0,Feb-2019,338.59,Mar-2019,Feb-2019,0.0,21.0,1,Individual,,,,0.0,0.0,35067.0,1.0,1.0,1.0,1.0,3.0,14616.0,97.0,0.0,0.0,10885.0,76.0,31300.0,0.0,3.0,1.0,1.0,7013.0,9460.0,55.6,0.0,0.0,59.0,148.0,60.0,3.0,1.0,77.0,,4.0,,1.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,5.0,0.0,0.0,1.0,1.0,90.0,33.3,1.0,0.0,46300.0,35067.0,21300.0,15000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
57,,,22400,22400,22400.0, 36 months,8.81,710.34,A,A5,Manager,2 years,MORTGAGE,30000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,062xx,CT,43.32,0.0,Oct-1988,0.0,,,9.0,0.0,13929,41.7,17.0,w,21304.22,21304.22,1404.23,1404.23,1095.78,308.45,0.0,0.0,0.0,Feb-2019,710.34,Mar-2019,Feb-2019,0.0,,1,Joint App,85000.0,27.84,Source Verified,0.0,0.0,210356.0,0.0,2.0,0.0,1.0,20.0,7476.0,39.0,1.0,2.0,5361.0,41.0,33400.0,0.0,0.0,1.0,3.0,23373.0,8986.0,55.1,0.0,0.0,151.0,362.0,11.0,11.0,2.0,11.0,,11.0,,0.0,3.0,5.0,3.0,3.0,4.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,260635.0,21405.0,20000.0,19174.0,34437.0,Oct-2006,0.0,2.0,10.0,71.8,3.0,9.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
58,,,25000,25000,25000.0, 36 months,10.33,810.56,B,B1,Agent,2 years,OWN,78000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,371xx,TN,25.67,0.0,Feb-2005,0.0,,,15.0,0.0,23635,49.0,24.0,w,23804.17,23804.17,1599.6,1599.6,1195.83,403.77,0.0,0.0,0.0,Feb-2019,810.56,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,41676.0,0.0,2.0,0.0,2.0,17.0,18041.0,72.0,0.0,1.0,6443.0,57.0,48200.0,1.0,1.0,0.0,3.0,2778.0,8447.0,68.1,0.0,0.0,142.0,166.0,13.0,13.0,1.0,29.0,,13.0,,0.0,6.0,12.0,7.0,8.0,7.0,13.0,16.0,12.0,15.0,0.0,0.0,0.0,0.0,100.0,28.6,0.0,0.0,73350.0,41676.0,26500.0,25150.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
59,,,26000,26000,26000.0, 60 months,18.94,673.6,D,D2,Mortgage loan processor,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,486xx,MI,20.61,0.0,Aug-2002,0.0,41.0,,3.0,0.0,1372,17.8,22.0,w,25469.38,25469.38,1306.16,1306.16,530.62,775.54,0.0,0.0,0.0,Feb-2019,673.6,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,258.0,68591.0,0.0,1.0,1.0,2.0,9.0,21766.0,87.0,0.0,0.0,1372.0,71.0,7700.0,1.0,0.0,0.0,2.0,22864.0,6328.0,17.8,0.0,0.0,61.0,189.0,56.0,9.0,1.0,56.0,41.0,17.0,41.0,0.0,1.0,1.0,1.0,12.0,7.0,1.0,14.0,1.0,3.0,0.0,0.0,0.0,1.0,90.9,0.0,0.0,0.0,105000.0,23138.0,7700.0,25000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60,,,25000,25000,25000.0, 60 months,15.02,595.02,C,C3,CFO ,10+ years,MORTGAGE,63500.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,287xx,NC,27.52,0.0,Oct-2003,0.0,,60.0,7.0,1.0,7742,41.0,23.0,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0.0,,1,Joint App,123500.0,14.53,Verified,0.0,0.0,85514.0,1.0,2.0,3.0,4.0,3.0,77772.0,93.0,1.0,3.0,3215.0,71.0,18900.0,0.0,0.0,4.0,7.0,12216.0,9185.0,25.9,0.0,0.0,141.0,182.0,7.0,3.0,1.0,33.0,,11.0,,0.0,1.0,4.0,2.0,4.0,13.0,5.0,9.0,4.0,7.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,100078.0,85514.0,12400.0,81178.0,7980.0,Nov-1996,0.0,2.0,10.0,26.3,2.0,10.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
61,,,1000,1000,1000.0, 36 months,30.75,42.87,F,F5,,,MORTGAGE,50000.0,Verified,Dec-2018,Current,n,,,other,Other,604xx,IL,19.9,0.0,Apr-2004,0.0,,,5.0,0.0,9833,99.3,12.0,w,965.07,965.07,83.18,83.18,34.93,48.25,0.0,0.0,0.0,Feb-2019,42.87,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,184668.0,1.0,2.0,1.0,1.0,6.0,18397.0,65.0,1.0,1.0,4959.0,74.0,9900.0,3.0,1.0,7.0,3.0,36934.0,67.0,99.3,0.0,0.0,140.0,173.0,9.0,6.0,3.0,9.0,,6.0,,0.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,199227.0,28230.0,9900.0,28489.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
62,,,2000,2000,2000.0, 36 months,8.19,62.85,A,A4,Laborer,4 years,MORTGAGE,100000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,154xx,PA,16.42,0.0,Aug-2005,0.0,,,13.0,0.0,14865,46.9,23.0,w,1901.26,1901.26,124.34,124.34,98.74,25.6,0.0,0.0,0.0,Feb-2019,62.85,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,192652.0,1.0,3.0,0.0,3.0,13.0,38838.0,70.0,2.0,5.0,4207.0,62.0,31700.0,1.0,1.0,0.0,9.0,14819.0,9915.0,53.7,0.0,0.0,148.0,160.0,4.0,4.0,3.0,10.0,,17.0,,0.0,5.0,8.0,5.0,5.0,9.0,9.0,11.0,8.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,232306.0,53703.0,21400.0,55275.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
63,,,9000,9000,8975.0, 36 months,6.46,275.68,A,A1,Driver,10+ years,MORTGAGE,35000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,068xx,CT,32.65,0.0,Apr-2012,0.0,,,13.0,0.0,6385,15.6,15.0,f,8544.32,8520.58,546.52,545.0,455.68,90.84,0.0,0.0,0.0,Feb-2019,275.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,53018.0,1.0,3.0,0.0,1.0,18.0,17874.0,43.0,2.0,4.0,1736.0,30.0,40800.0,1.0,0.0,0.0,5.0,4078.0,27515.0,17.9,0.0,0.0,54.0,80.0,2.0,2.0,1.0,8.0,,18.0,,0.0,5.0,6.0,6.0,6.0,4.0,9.0,9.0,6.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,122237.0,24259.0,33500.0,41362.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
64,,,20000,20000,20000.0, 36 months,13.56,679.29,C,C1,Lead Transportation Security Officer,10+ years,MORTGAGE,98500.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,946xx,CA,9.06,0.0,Jun-2007,1.0,,92.0,11.0,1.0,9382,19.3,12.0,w,19088.3,19088.3,1335.98,1335.98,911.7,424.28,0.0,0.0,0.0,Feb-2019,679.29,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,22934.0,3.0,1.0,1.0,1.0,3.0,13552.0,97.0,2.0,5.0,4493.0,37.0,48700.0,1.0,0.0,2.0,6.0,2085.0,30833.0,20.7,0.0,0.0,3.0,138.0,3.0,3.0,0.0,3.0,,3.0,,0.0,3.0,5.0,7.0,7.0,1.0,10.0,11.0,5.0,11.0,0.0,0.0,0.0,3.0,100.0,14.3,1.0,0.0,62740.0,22934.0,38900.0,14040.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
65,,,29450,29450,29450.0, 36 months,8.19,925.44,A,A4,General Manager,10+ years,MORTGAGE,161000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,933xx,CA,10.99,0.0,Aug-1990,0.0,42.0,,6.0,0.0,19313,70.0,18.0,w,27996.17,27996.17,1830.78,1830.78,1453.83,376.95,0.0,0.0,0.0,Feb-2019,925.44,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,176.0,370187.0,0.0,2.0,0.0,2.0,13.0,24407.0,66.0,0.0,0.0,16771.0,68.0,27600.0,3.0,0.0,0.0,2.0,61698.0,2287.0,89.4,0.0,0.0,129.0,340.0,96.0,13.0,4.0,118.0,42.0,13.0,42.0,0.0,2.0,2.0,2.0,3.0,8.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,94.4,50.0,0.0,0.0,436091.0,43720.0,21600.0,36789.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66,,,34625,34625,34625.0, 60 months,16.14,844.6,C,C4,Vice President,10+ years,MORTGAGE,137500.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,779xx,TX,27.88,0.0,Dec-1990,1.0,,,19.0,0.0,60229,61.5,31.0,w,34246.1,34246.1,813.56,813.56,378.9,434.66,0.0,0.0,0.0,Feb-2019,860.13,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,333362.0,2.0,7.0,2.0,4.0,4.0,94118.0,78.0,0.0,0.0,23788.0,70.0,98000.0,1.0,1.0,1.0,4.0,17545.0,22258.0,69.9,0.0,0.0,153.0,336.0,41.0,4.0,3.0,62.0,,6.0,,0.0,6.0,9.0,6.0,8.0,13.0,11.0,15.0,9.0,19.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,445453.0,154347.0,73900.0,137413.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67,,,31450,31450,31450.0, 36 months,7.56,979.16,A,A3,Construction Manager,7 years,MORTGAGE,130000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,895xx,NV,9.29,0.0,Jul-1997,0.0,,,11.0,0.0,65911,63.1,17.0,w,29883.02,29883.02,1885.68,1885.68,1566.98,318.7,0.0,0.0,0.0,Feb-2019,979.16,Mar-2019,Feb-2019,0.0,,1,Joint App,239000.0,12.77,Verified,0.0,0.0,422806.0,0.0,0.0,0.0,0.0,75.0,0.0,,0.0,0.0,18962.0,63.0,104400.0,0.0,2.0,1.0,0.0,42281.0,29007.0,53.5,0.0,0.0,89.0,257.0,28.0,28.0,3.0,28.0,,11.0,,0.0,4.0,6.0,6.0,6.0,2.0,10.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,519900.0,65911.0,62400.0,0.0,64367.0,Jul-1997,0.0,3.0,14.0,60.9,1.0,19.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68,,,15500,15500,15500.0, 36 months,10.72,505.4,B,B2,Administrative Assistant ,10+ years,RENT,52000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,925xx,CA,16.66,0.0,Oct-2007,0.0,,,13.0,0.0,13496,33.9,16.0,w,14762.86,14762.86,996.95,996.95,737.14,259.81,0.0,0.0,0.0,Feb-2019,505.4,Mar-2019,Feb-2019,1.0,,1,Individual,,,,0.0,349.0,19386.0,1.0,1.0,0.0,1.0,15.0,5890.0,59.0,3.0,4.0,6061.0,39.0,39800.0,0.0,2.0,1.0,5.0,1491.0,14251.0,47.4,0.0,0.0,60.0,134.0,6.0,6.0,0.0,6.0,,11.0,,0.0,6.0,8.0,7.0,9.0,2.0,12.0,14.0,8.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,49742.0,19386.0,27100.0,9942.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
69,,,12000,12000,12000.0, 36 months,11.8,397.43,B,B4,Transportation Manager,10+ years,RENT,79365.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,29.7,0.0,Sep-1988,2.0,25.0,,20.0,0.0,4957,27.8,32.0,w,11438.39,11438.39,783.06,783.06,561.61,221.45,0.0,0.0,0.0,Feb-2019,397.43,Mar-2019,Feb-2019,0.0,35.0,1,Individual,,,,0.0,0.0,80734.0,6.0,8.0,4.0,6.0,2.0,75777.0,89.0,3.0,4.0,1070.0,78.0,17800.0,2.0,0.0,4.0,10.0,4037.0,3973.0,40.7,0.0,0.0,107.0,363.0,1.0,1.0,0.0,24.0,,1.0,26.0,1.0,4.0,11.0,5.0,5.0,11.0,12.0,20.0,11.0,20.0,0.0,0.0,0.0,7.0,81.3,0.0,0.0,0.0,103047.0,80734.0,6700.0,85247.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
70,,,36000,36000,36000.0, 60 months,17.97,913.58,D,D1,Pharmacist,9 years,RENT,160000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,021xx,MA,33.17,0.0,Sep-2008,1.0,,,24.0,0.0,31228,40.7,30.0,w,35245.43,35245.43,1773.25,1773.25,754.57,1018.68,0.0,0.0,0.0,Feb-2019,913.58,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,138100.0,2.0,14.0,2.0,3.0,6.0,105959.0,61.0,2.0,3.0,10979.0,54.0,76800.0,2.0,0.0,3.0,6.0,5754.0,45572.0,40.7,0.0,0.0,123.0,74.0,3.0,3.0,0.0,3.0,,1.0,,0.0,7.0,7.0,9.0,9.0,18.0,9.0,11.0,7.0,24.0,0.0,0.0,0.0,4.0,100.0,22.2,0.0,0.0,259812.0,138100.0,76800.0,181515.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
71,,,30000,30000,30000.0, 36 months,16.14,1056.79,C,C4,Structural Engineer,7 years,MORTGAGE,116000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,774xx,TX,28.21,1.0,Feb-1999,1.0,9.0,,11.0,0.0,32317,84.4,38.0,w,28684.63,28684.63,2073.23,2073.23,1315.37,757.86,0.0,0.0,0.0,Feb-2019,1056.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,402141.0,0.0,3.0,1.0,1.0,8.0,130534.0,60.0,0.0,1.0,7448.0,70.0,38300.0,1.0,6.0,2.0,4.0,36558.0,5606.0,80.2,0.0,0.0,185.0,238.0,13.0,8.0,3.0,13.0,,0.0,,0.0,4.0,5.0,5.0,12.0,20.0,6.0,14.0,5.0,11.0,0.0,0.0,0.0,3.0,97.4,80.0,0.0,0.0,426202.0,199424.0,28300.0,145284.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
72,,,3000,3000,3000.0, 36 months,17.97,108.42,D,D1,IT Assistant,10+ years,RENT,50000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,30.03,0.0,Apr-2007,2.0,,62.0,23.0,1.0,8271,27.2,56.0,w,2872.06,2872.06,212.35,212.35,127.94,84.41,0.0,0.0,0.0,Feb-2019,108.42,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,31910.0,1.0,4.0,1.0,2.0,0.0,23639.0,63.0,0.0,5.0,4406.0,46.0,30400.0,1.0,2.0,2.0,7.0,1450.0,13459.0,32.7,0.0,0.0,116.0,136.0,17.0,0.0,0.0,20.0,,0.0,,0.0,5.0,7.0,10.0,24.0,9.0,18.0,46.0,7.0,22.0,0.0,0.0,0.0,1.0,100.0,30.0,1.0,0.0,69552.0,31910.0,20000.0,37734.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
73,,,35000,35000,35000.0, 36 months,12.98,1178.96,B,B5,Anti Money Laundering Compliance Manager,2 years,RENT,112000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,15.55,0.0,Aug-2004,1.0,,,10.0,0.0,57501,87.9,18.0,w,33390.59,33390.59,2320.06,2320.06,1609.41,710.65,0.0,0.0,0.0,Feb-2019,1178.96,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,63497.0,1.0,1.0,0.0,1.0,19.0,5996.0,55.0,1.0,1.0,14302.0,83.0,65400.0,0.0,0.0,1.0,2.0,7055.0,5737.0,89.9,0.0,0.0,19.0,172.0,4.0,4.0,0.0,66.0,,4.0,,0.0,6.0,8.0,7.0,13.0,1.0,9.0,17.0,8.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,76400.0,63497.0,56800.0,11000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
74,,,26500,26500,26500.0, 60 months,11.31,580.28,B,B3,Compliance Director,10+ years,MORTGAGE,134000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,747xx,OK,18.91,0.0,Dec-2006,2.0,,,17.0,0.0,43640,65.4,37.0,w,25835.85,25835.85,1135.58,1135.58,664.15,471.43,0.0,0.0,0.0,Feb-2019,580.28,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,381100.0,3.0,3.0,2.0,2.0,4.0,64335.0,46.0,1.0,3.0,10115.0,58.0,66700.0,2.0,1.0,7.0,6.0,22418.0,14577.0,70.4,0.0,0.0,114.0,144.0,3.0,3.0,4.0,22.0,,2.0,,0.0,8.0,10.0,9.0,10.0,7.0,13.0,26.0,10.0,17.0,0.0,0.0,0.0,4.0,100.0,66.7,0.0,0.0,430403.0,107975.0,49300.0,88875.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
